the_geom,Count_Type,Station,STREET,BLOCK,ADT_2016,ADT_2015,ADT_2014,ADT_2013,ADT_2012,ADT_2011,ADT_2010,ADT_2009,ADT_2008,ADT_2007,ADT_2006,ADT_2005,ADT_2004,ADT_2003,ADT_2002,ADT_2001,ADT_2000,D1_1314,D2_1314,ADT_1314,DlyD1_1314,DlyD2_1314,Heavy_1314,PkAM_1314,AMD1_1314,AMD2_1314,PkPM_1314,PMD1_1314,PMD2_1314,D1_1112,D2_1112,ADT_1112,DlyD1_1112,DlyD2_1112,Heavy_1112,PkAM_1112,AMD1_1112,AMD2_1112,PkPM_1112,PMD1_1112,PMD2_1112
POINT (-82.3218882228983 29.648345935702235),CI,5013,SE 4TH AV,300,0,0,3400,0,3568,0,0,1938,0,0,4886,0,0,5581,0,0,6080,Eastbound,Westbound,3400,0.505882,0.494118,0.046471,308,0.308442,0.691558,317,0.618297,0.381703,Westbound,Eastbound,3568.0,0.522141,0.477859,0.17,332,0.756024,0.243976,366,0.418033,0.581967
POINT (-82.32271651275968 29.647134111838326),CI,5014,SE 5TH AV,200,0,0,0,444,0,561,0,788,0,0,952,0,0,722,0,0,800,Northbound,Southbound,444,0.545045,0.454955,0.13964,29,0.551724,0.448276,46,0.586957,0.413043,Eastbound,Westbound,561.0,0.483066,0.516934,0.13,38,0.447368,0.552632,60,0.466667,0.533333
POINT (-82.31876027186367 29.6502197094395),CI,5016,SE 2ND AV,600,0,0,1449,0,1482,0,0,1819,0,0,2024,0,0,2338,0,0,2111,Eastbound,Westbound,1449,0.52864,0.47136,0.080745,126,0.269841,0.730159,192,0.677083,0.322917,Westbound,Eastbound,1482.0,0.531714,0.468286,0.05,142,0.260563,0.739437,168,0.708333,0.291667
POINT (-82.31778694558068 29.650728715618403),CI,5017,SE 7TH ST,100,0,0,1757,0,1595,0,0,1773,0,0,1983,0,0,1949,0,0,1782,Southbound,Northbound,1757,0.457598,0.542402,0.041548,148,0.628378,0.371622,213,0.366197,0.633803,Northbound,Southbound,1595.0,0.442006,0.557994,0.01,126,0.706349,0.293651,177,0.338983,0.661017
POINT (-82.31013470357185 29.648674527706852),CI,5018,SE 3RD AV,1200,0,0,2238,0,2454,0,0,4321,0,0,3177,0,0,3817,0,0,4508,Westbound,Eastbound,2238,0.537534,0.462466,0.125112,246,0.735772,0.264228,210,0.395238,0.604762,Westbound,Eastbound,2454.0,0.548492,0.451508,0.08,277,0.758123,0.241877,214,0.439252,0.560748
POINT (-82.30370956574804 29.64916187651646),CI,5019,SE 3RD AV,1600,0,0,2002,0,2134,0,2396,0,0,2858,0,0,3030,0,0,3208,0,Eastbound,Westbound,2002,0.485015,0.514985,0.142857,219,0.228311,0.771689,205,0.634146,0.365854,Westbound,Eastbound,2134.0,0.52671,0.47329,0.13,227,0.77533,0.22467,194,0.427835,0.572165
POINT (-82.30582121487562 29.649757690865105),CI,5020,SE 15TH ST,200,0,0,3620,0,3575,0,0,0,3926,0,0,4501,0,0,4817,0,0,Southbound,Northbound,3620,0.467127,0.532873,0.076796,176,0.420455,0.579545,296,0.527027,0.472973,Northbound,Southbound,3575.0,0.522797,0.477203,0.1,223,0.560538,0.439462,294,0.534014,0.465986
POINT (-82.30586328877683 29.629653524227432),CI,5022,SE 15TH ST,2400,0,0,0,3078,0,3211,0,0,3681,0,0,3708,0,0,3648,0,0,Northbound,Southbound,3078,0.498376,0.501624,0.361923,292,0.544521,0.455479,279,0.430108,0.569892,Northbound,Southbound,3211.0,0.501713,0.498287,0.04,336,0.520833,0.479167,257,0.466926,0.533074
POINT (-82.31614243481617 29.63431257281548),CI,5023,SE 4TH ST,1900,0,0,0,4523,0,4693,0,3213,0,0,4187,0,0,4376,0,0,4292,Northbound,Southbound,4523,0.486624,0.513376,0.055273,426,0.441315,0.558685,386,0.492228,0.507772,Northbound,Southbound,4693.0,0.483912,0.516088,,426,0.483568,0.516432,404,0.455446,0.544554
POINT (-82.30827427593125 29.64577178131923),CI,5024,SE 7TH AV,1300,0,0,0,2059,0,2313,0,1972,0,0,2616,0,0,3003,0,0,3388,Eastbound,Westbound,2059,0.572122,0.427878,0.34677,273,0.468864,0.531136,164,0.689024,0.310976,Westbound,Eastbound,2313.0,0.449633,0.550367,0.06,262,0.507634,0.492366,210,0.380952,0.619048
POINT (-82.30159010282658 29.650737045231125),CI,5029,SE 18TH ST,100,0,0,1281,0,1320,0,1539,0,0,1452,0,0,1437,0,0,1764,0,Southbound,Northbound,1281,0.520687,0.479313,0.189696,70,0.571429,0.428571,141,0.58156,0.41844,Northbound,Southbound,1320.0,0.478788,0.521212,0.15,98,0.561224,0.438776,141,0.524823,0.475177
POINT (-82.2933767891718 29.647186014853574),CI,5030,SE 24TH ST,400,0,0,4758,0,4035,0,5204,0,0,2760,0,0,3677,0,0,4445,0,Southbound,Northbound,4758,0.508827,0.491173,0.108659,269,0.386617,0.613383,441,0.539683,0.460317,Northbound,Southbound,4035.0,0.496654,0.503346,0.06,267,0.625468,0.374532,358,0.388268,0.611732
POINT (-82.38929604239158 29.63487801618719),CI,7055,SW 43RD ST,2000,0,0,0,13354,0,10329,0,0,0,0,0,16744,15851,15141,14424,13809,14128,Northbound,Southbound,13354,0.515052,0.484948,0.052269,667,0.368816,0.631184,1091,0.515124,0.484876,Northbound,Southbound,10329.0,0.541582,0.458418,0.39,492,0.380081,0.619919,798,0.590226,0.409774
POINT (-82.37486654598136 29.63030794935858),CI,7075,SW 24TH AV,3500,0,0,0,2642,0,2716,0,0,18102,0,0,18241,21316,24418,24891,0,0,Westbound,Eastbound,2642,0.546177,0.453823,0.036715,261,0.260536,0.739464,227,0.713656,0.286344,Eastbound,Westbound,2716.0,0.435935,0.564065,0.03,235,0.744681,0.255319,236,0.309322,0.690678
POINT (-82.36265430687673 29.63137970309924),CI,4064,SW OLD ARCHER RD,2600,0,0,0,2824,0,2789,0,473,0,2998,0,0,0,0,0,4964,0,Westbound,Eastbound,2824,0.713527,0.286473,0.07755,124,0.354839,0.645161,265,0.724528,0.275472,Westbound,Eastbound,2789.0,0.730728,0.269272,0.13,113,0.424779,0.575221,256,0.710938,0.289063
POINT (-82.36039107430317 29.632506530442512),CI,4065,SW OLD ARCHER RD,2500,0,0,0,461,0,137,0,2502,0,387,0,0,0,0,0,0,0,Eastbound,Westbound,461,0.780911,0.219089,0.065076,73,1.0,0.0,37,0.702703,0.297297,Westbound,Eastbound,137.0,0.40146,0.59854,0.53,14,0.214286,0.785714,12,0.583333,0.416667
POINT (-82.37164768448814 29.621732541461373),CI,4066,SW 35TH PL,3300,0,0,0,12204,0,13359,0,3117,0,12173,0,0,0,0,0,10695,0,Westbound,Eastbound,12204,0.521304,0.478696,0.045313,541,0.724584,0.275416,1082,0.529575,0.470425,Westbound,Eastbound,13359.0,0.526087,0.473913,0.04,491,0.718941,0.281059,1089,0.550964,0.449036
POINT (-82.35688474177125 29.620201703434976),CI,4067,SW 35TH PL,2300,0,0,0,7942,0,9604,0,868,0,10129,0,0,0,0,0,9153,0,Eastbound,Westbound,7942,0.521783,0.478217,0.063208,473,0.714588,0.285412,784,0.42602,0.57398,Eastbound,Westbound,9604.0,0.531237,0.468763,0.04,672,0.450893,0.549107,842,0.590261,0.409739
POINT (-82.35362811056581 29.657051087073846),CI,2037,NW 22ND ST,600,0,0,0,0,3735,0,0,0,0,0,0,6849,0,0,6052,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Northbound,Southbound,3735.0,0.537082,0.462918,0.05,188,0.526596,0.473404,174,0.54023,0.45977
POINT (-82.37643692125236 29.65732011504958),CI,2041,NW 36TH ST,700,0,0,0,0,0,0,0,1585,0,0,2958,0,0,2452,0,0,2238,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Northbound,Southbound,2066.0,0.565828,0.434172,0.04,273,0.304029,0.695971,240,0.704167,0.295833
POINT (-82.37771677686163 29.617696352201037),CI,4068,SW 37TH BV,3600,0,0,0,6345,0,8043,0,0,0,6868,0,0,0,0,0,0,0,Westbound,Eastbound,6345,0.45989,0.54011,0.347203,341,0.442815,0.557185,678,0.5059,0.4941,Southbound,Northbound,8043.0,0.543827,0.456173,0.05,445,0.573034,0.426966,671,0.490313,0.509687
POINT (-82.39839829425422 29.638689667792523),CI,4070,SW 52ND ST,2200,0,0,0,4289,0,1736,0,0,0,0,0,0,0,0,0,0,0,Northbound,Southbound,4289,0.641641,0.358359,0.129867,146,0.780822,0.219178,305,0.645902,0.354098,Northbound,Southbound,1736.0,0.383641,0.616359,0.01,64,0.515625,0.484375,161,0.322981,0.677019
POINT (-82.38746026145441 29.63025559193269),CI,4071,SW 24TH AV,4200,0,0,0,2405,0,2587,0,0,0,0,0,0,0,0,0,0,0,Westbound,Eastbound,2405,0.520998,0.479002,0.481497,241,0.253112,0.746888,224,0.696429,0.303571,Westbound,Eastbound,2587.0,0.516815,0.483185,0.06,224,0.303571,0.696429,265,0.656604,0.343396
POINT (-82.35671246116708 29.65582505680743),CI,2083,NW 23RD ST,500,0,0,0,616,0,527,0,0,0,0,0,0,0,0,0,0,0,Southbound,Northbound,616,0.431818,0.568182,0.040584,92,0.576087,0.423913,90,0.188889,0.811111,Northbound,Southbound,527.0,0.483871,0.516129,0.02,63,0.238095,0.761905,59,0.728814,0.271186
POINT (-82.31797078529476 29.660064958551697),CI,3036,NE 9TH AV,600,0,0,217,0,148,0,0,0,0,0,0,0,0,0,0,0,0,Eastbound,Westbound,217,0.56682,0.43318,0.073733,12,0.5,0.5,30,0.0,0.0,Eastbound,Westbound,148.0,0.635135,0.364865,0.07,9,0.555556,0.444444,14,0.57,0.43
POINT (-82.3386575935044 29.657604696343938),CI,2151,NW 7TH AV,1200,0,0,0,0,1677,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Westbound,Eastbound,1677.0,0.447227,0.552773,0.05,95,0.294737,0.705263,162,0.425926,0.574074
POINT (-82.30499305753965 29.644557852393184),CI,5031,SE 8TH AV,1500,0,0,0,4689,0,5186,0,0,0,0,0,0,0,0,0,0,0,Eastbound,Westbound,4689,0.49904,0.50096,0.070591,422,0.469194,0.530806,397,0.576826,0.423174,Westbound,Eastbound,5186.0,0.518704,0.481296,0.11,467,0.522484,0.477516,408,0.460784,0.539216
POINT (-82.36279742572025 29.618875141436103),CI,4072,SW 27TH ST,3500,0,0,0,4316,0,5096,0,0,0,0,0,0,0,0,0,0,0,Northbound,Southbound,4316,0.507183,0.492817,0.037766,177,0.762712,0.237288,363,0.528926,0.471074,Southbound,Northbound,5096.0,0.482535,0.517465,0.06,191,0.256545,0.743455,436,0.477064,0.522936
POINT (-82.3243904864544 29.661089135885437),CI,3037,NE BOULEVARD,0,0,0,2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eastbound,Westbound,2553,0.576968,0.423032,0.053271,132,0.469697,0.530303,266,0.612782,0.387218,Southbound,,1390.0,0.997122,0.002878,0.05,66,1.0,0.0,142,1.0,0.0
POINT (-82.31027315357233 29.668751510270656),CI,3038,NE 12TH ST,1800,0,0,1422,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,Northbound,Southbound,1422,0.535865,0.464135,0.028129,150,0.446667,0.553333,136,0.529412,0.470588,Northbound,Sourthbound,1641.0,0.506399,0.493601,0.07,197,0.385787,0.614213,171,0.567251,0.432749
POINT (-82.32346673747865 29.671542747262173),CI,3039,NE 1ST BV,2000,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northbound,Southbound,252,0.43254,0.56746,0.043651,20,0.35,0.65,21,0.285714,0.714286,Eastbound,Westbound,178.0,0.634831,0.365169,0.08,9,0.555556,0.444444,24,0.666667,0.333333
POINT (-82.32098672352195 29.67615458263401),CI,3040,NE 1ST BV,2600,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northbound,Southbound,528,0.549242,0.450758,0.168561,45,0.333333,0.666667,56,0.642857,0.357143,Eastbound,Westbound,378.0,0.52381,0.47619,0.21,29,0.275862,0.724138,59,0.661017,0.338983
POINT (-82.35713261193355 29.70678042855367),INACTIVE,2051,NW 23RD TER,3400,0,0,0,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Westbound,Eastbound,1139.0,0.459175,0.540825,0.06,50,0.38,0.62,110,0.445455,0.554545
POINT (-82.3900517748709 29.659584995332544),CI,2077,NW 8TH AV,4300,0,0,0,0,0,18455,0,0,23398,0,0,23400,0,0,21895,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Eastbound,Westbound,18455.0,0.588133,0.411867,0.08,1214,0.501647,0.498353,1512,0.666005,0.333995
POINT (-82.3816839856931 29.62235110483319),CI,4074,SW 37TH BV,4000,0,0,0,0,0,5330,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Westbound,Eastbound,5330.0,0.483865,0.516135,0.05,230,0.295652,0.704348,497,0.482897,0.517103
POINT (-82.4015176293554 29.662398781806203),CI,2009,NW 55TH ST,1000,0,0,0,9295,0,0,0,0,9797,0,0,9805,0,0,10061,0,0,Northbound,Southbound,9295,0.429693,0.570307,0.04809,900,0.434444,0.565556,812,0.560345,0.439655,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.35819970385074 29.690796688268726),CI,2046,NW 24TH BV,4000,0,0,0,3621,0,0,3660,0,0,3847,0,0,3709,0,0,3817,0,Northbound,Southbound,3621,0.492129,0.507871,0.051643,395,0.243038,0.756962,385,0.537662,0.462338,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.35867476710818 29.700860406110838),CI,2047,NW 24TH BV,5100,0,0,0,2446,0,0,2541,0,0,2321,0,0,2268,0,0,2193,0,Northbound,Southbound,2446,0.507359,0.492641,0.072772,324,0.521605,0.478395,240,0.433333,0.566667,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.34778012563928 29.695840175359866),CI,2049,NW 45TH AV,1900,0,0,0,1765,0,0,0,0,0,1763,0,0,1813,0,0,1302,0,Westbound,Eastbound,1765,0.547309,0.452691,0.043626,278,0.467626,0.532374,180,0.722222,0.277778,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.31403574951608 29.65935298665613),CI,3001,NE 8TH AV,900,0,0,0,8126,0,9255,0,0,9526,0,0,8966,0,0,8782,0,0,Eastbound,Westbound,8126,0.497539,0.502461,0.089712,642,0.415888,0.584112,766,0.545692,0.454308,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.29850283657007 29.65921920248032),CI,3002,NE 8TH AV,2000,0,0,0,5517,0,5786,6426,0,0,5378,0,0,5119,0,0,4819,0,Eastbound,Westbound,5517,0.543411,0.456589,0.069784,355,0.51831,0.48169,506,0.624506,0.375494,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.31101676245719 29.6665454764692),CI,3005,NE 16TH AV,1100,0,0,0,8343,0,8811,9669,0,0,8899,0,0,8791,0,0,8755,0,Eastbound,Westbound,8343,0.507252,0.492748,0.084622,537,0.378026,0.621974,725,0.542069,0.457931,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.31741733578936 29.657261007520617),CI,3007,NE 7TH ST,600,0,0,1229,0,0,0,0,874,0,0,1188,0,0,1191,0,0,2699,Southbound,Northbound,1229,0.359642,0.640358,0.084622,111,0.45045,0.54955,138,0.326087,0.673913,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32088183650184 29.666580474732566),CI,3024,NE 16TH AV,400,0,0,0,10607,0,11555,12694,0,0,13351,0,0,11784,0,0,11657,0,Eastbound,Westbound,10607,0.502027,0.497973,0.066843,716,0.416201,0.583799,881,0.53462,0.46538,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.31480406076365 29.664978457323418),CI,3027,NE 9TH ST,1400,0,0,4971,0,0,0,0,0,6213,0,0,5883,0,0,5727,0,0,Northbound,Southbound,4971,0.491853,0.508147,0.181251,422,0.509479,0.490521,429,0.531469,0.468531,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33082960989609 29.65152263563529),CI,4003,SW 6TH ST,0,0,0,0,0,0,0,0,0,7452,0,0,7493,0,0,8025,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33046360718029 29.65151694431364),CI,4021,SW 5TH TER,0,0,0,163,0,0,0,0,87,0,0,3,0,0,1057,0,0,863,Southbound,Northbound,163,0.220859,0.779141,0.08589,11,0.181818,0.818182,17,0.294118,0.705882,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32584803039796 29.651549675800446),CI,4030,SW 1ST ST,0,0,0,566,0,0,0,0,0,654,0,0,512,0,0,536,0,0,Southbound,,566,0.989399,0.010601,0.014134,25,1.0,0.0,55,1.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32530697560838 29.65105869870435),CI,4034,SW 1ST AV,0,0,0,1158,0,0,0,0,0,1385,0,0,960,0,0,1235,0,0,Eastbound,Westbound,1158,0.443869,0.556131,0.045769,39,0.384615,0.615385,111,0.45045,0.54955,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.31463553979293 29.65001063490946),CI,5001,SE 2ND AV,900,0,0,1093,0,0,0,0,1454,0,0,1983,0,0,1879,0,0,1785,Westbound,Eastbound,1093,0.540714,0.459286,0.099726,70,0.8,0.2,136,0.433824,0.566176,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32348922022577 29.650298657425466),CI,5010,SE 2ND AV,100,0,0,4305,0,0,0,0,892,0,0,5517,0,0,5215,0,0,0,Westbound,Eastbound,4305,0.549129,0.450871,0.073403,257,0.521401,0.478599,448,0.540179,0.459821,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32455520907567 29.651051816589302),CI,5028,SE 1ST AV,0,0,0,1491,0,0,0,0,0,1284,0,0,2703,0,0,2675,0,0,Westbound,Eastbound,1491,0.413146,0.586854,0.052314,72,0.402778,0.597222,133,0.383459,0.616541,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.38408041022772 29.61961610119696),CI,7006,SW 40TH BV,3700,0,0,0,8938,0,6927,0,0,0,0,0,0,0,0,8371,6693,8460,Northbound,Southbound,8938,0.513761,0.486239,0.044529,521,0.418426,0.581574,724,0.498619,0.501381,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.38675408184915 29.623607153528223),CI,7054,SW 42ND ST,3300,0,0,0,13130,0,10393,0,0,0,0,0,15984,15405,15091,14270,13805,13085,Northbound,Southbound,13130,0.547677,0.452323,0.058797,544,0.452206,0.547794,1179,0.534351,0.465649,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.38675925436789 29.622305094806766),CI,7074,SW 42ND ST,3300,0,0,0,8087,0,6052,0,0,0,0,0,6970,6606,6379,6021,3106,0,Northbound,Southbound,8087,0.514282,0.485718,0.063188,376,0.494681,0.505319,727,0.491059,0.508941,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32844937761364 29.65027042567705),CI,4005,SW 2ND AV,300,0,0,4892,0,0,0,0,5916,0,0,6023,0,0,7450,0,7209,5924,Westbound,Eastbound,4892,0.535364,0.464636,0.073794,250,0.604,0.396,471,0.515924,0.484076,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.32144508612399 29.64474121321032),CI,5000,SE 4TH ST,700,0,0,0,3212,0,0,0,0,0,0,4159,0,0,4388,0,0,4020,Northbound,Southbound,3212,0.513699,0.486301,0.167186,253,0.565217,0.434783,242,0.528926,0.471074,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.30708631781125 29.66019415379511),CI,3151,NE 14TH ST,900,0,0,0,1459,0,1331,0,0,0,0,0,0,0,0,0,0,0,Northbound,Southbound,1459,0.520219,0.479781,0.054147,105,0.380952,0.619048,166,0.457831,0.542169,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.30303621894424 29.663190182213445),CI,3052,NE 12TH AV,1800,0,0,0,3381,0,3528,0,0,0,0,0,0,0,0,0,0,0,Eastbound,Westbound,3381,0.551316,0.448684,0.034901,263,0.403042,0.596958,313,0.546326,0.453674,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37215828376532 29.609160703890247),CI,4073,SW 47TH AV,3400,0,0,0,3619,0,3900,0,0,0,0,0,0,0,0,0,0,0,Eastbound,Westbound,3619,0.659022,0.340978,0.5916,223,0.412556,0.587444,367,0.787466,0.212534,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.38315653415087 29.61738935993866),CI,4075,SW 40TH BV,3700,0,0,0,2808,0,2087,0,0,0,0,0,0,0,0,0,0,0,Northbound,Southbound,2808,0.497151,0.502849,0.117165,194,0.680412,0.319588,184,0.407609,0.592391,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.35259064010347 29.71624026343888),CI,2080,NW 67TH PL,2100,0,0,0,3771,0,0,0,0,0,0,0,0,0,0,0,0,0,Eastbound,Westbound,3771,0.498542,0.501458,0.13816,295,0.667797,0.332203,365,0.421918,0.578082,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.36127014056011 29.71172950060858),CI,2081,NW 62ND AV,2600,0,0,0,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,Westbound,Eastbound,1420,0.533099,0.466901,0.071831,87,0.287356,0.712644,144,0.680556,0.319444,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.35908489036709 29.71495899949046),CI,2082,NW 23RD TER,6400,0,0,0,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,Northbound,Southbound,2950,0.441356,0.558644,0.089492,152,0.565789,0.434211,305,0.462295,0.537705,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37227627430143 29.69671562768596),INACTIVE,2002,NW 34TH ST,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.38899357012376 29.667198160931534),INACTIVE,2004,NW 43RD ST,1600,0,0,0,0,0,0,27131,28235,27970,29213,28752,29187,29355,29097,27860,26638,28893,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.38887111373971 29.69617889601235),INACTIVE,2007,NW 43RD ST,4500,0,0,0,0,0,0,23360,29512,29464,29280,31653,28106,30262,28377,28960,29983,30116,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.36616730974295 29.695977273732048),INACTIVE,2045,NW 45TH AV,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.34658479040752 29.695875360244056),INACTIVE,2048,NW 45TH AV,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.36190988131341 29.717096229407225),INACTIVE,2050,NW 68TH AV,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33422763145927 29.680108814707086),INACTIVE,2040,NW 30TH AV,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33638424874219 29.657528662035197),INACTIVE,2020,NW 7TH AV,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33512414525573 29.662008994018343),INACTIVE,2023,NW 10TH ST,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37236437335953 29.674026779970415),INACTIVE,2012,NW 34TH ST,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.33092273078105 29.667714958148423),INACTIVE,2003,NW 6TH ST,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.38899258517188 29.67990668398755),INACTIVE,2005,NW 43RD ST,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.35996160470803 29.705344715135602),INACTIVE,2052,NW 25TH TER,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.37199294438864 29.704333690882773),INACTIVE,2053,NW 54TH AV,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.38895771883716 29.6756569283757),INACTIVE,2060,NW 43RD ST,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.38883852944237 29.705501549123316),INACTIVE,2061,NW 43RD ST,5400,0,0,0,0,0,0,16110,27241,17650,16644,16693,16053,15968,15979,11461,14218,13152,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
POINT (-82.36061040631694 29.703348245252954),INACTIVE,2062,NW 53RD AV,2600,0,0,0,0,0,0,12230,12165,12800,11561,11717,11788,11586,11426,11064,11104,13599,,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0
